"IndicatorId","Label","MeasurementType","Denominator"
"HA_MSXP_W_CND","Condom use during higher-risk sex (with multiple partners) [Women]","Percent","Women who had 2+ partners in the past 12 months"
"HA_MSXP_W_NM2","Number of women","Number","Women who had 2+ partners in the past 12 months"
"HA_MSXP_W_UN2","Number of women (unweighted)","Number","Women who had 2+ partners in the past 12 months"
"HA_MSXP_W_MNP","Mean number of sexual partners in lifetime [Women]","Mean","Women who ever had sexual intercourse"
"HA_MSXP_W_NM3","Number of women who ever had sexual intercourse","Number","Women who ever had sexual intercourse"
"HA_MSXP_W_UN3","Number of women who ever had sexual intercourse (unweighted)","Number","Women who ever had sexual intercourse"
"HA_MSXP_M_2PP","Higher-risk Sex (with multiple partners among all respondents) [Men]","Percent","Men interviewed"
"HA_MSXP_M_NM1","Number of men","Number","Men interviewed"
"HA_MSXP_M_UN1","Number of men (unweighted)","Number","Men interviewed"
"HA_MSXP_M_CND","Condom use during higher-risk sex (with multiple partners) [Men]","Percent","Men who had 2+ partners in the past 12 months"
"HA_MSXP_M_NM2","Number of men","Number","Men who had 2+ partners in the past 12 months"
"HA_MSXP_M_UN2","Number of men (unweighted)","Number","Men who had 2+ partners in the past 12 months"
"HA_MSXP_M_MNP","Mean number of sexual partners in lifetime [Men]","Mean","Men who ever had sexual intercourse"
"HA_MSXP_M_NM3","Number of men who ever had sexual intercourse","Number","Men who ever had sexual intercourse"
"HA_MSXP_M_UN3","Number of men who ever had sexual intercourse (unweighted)","Number","Men who ever had sexual intercourse"
"HA_CONC_W_PPV","Point prevalence of concurrent sexual partners [Women]","Percent","Women interviewed"
"HA_CONC_W_CPV","Cumulative prevalence of concurrent sexual partners [Women]","Percent","Women interviewed"
"HA_CONC_W_NUM","Number of women","Number","Women interviewed"
"HA_CONC_W_UNW","Number of women (unweighted)","Number","Women interviewed"
"HA_CONC_W_CNC","Had concurrent sexual partners [Women]","Percent","Women who had multiple partners in the past 12 months"
"HA_CONC_W_NM1","Number of women with multiple partners in the 12 months preceding the survey","Number","Women who had multiple partners in the past 12 months"
"HA_CONC_W_UN1","Number of women with multiple partners in the 12 months preceding the survey (unweighted)","Number","Women who had multiple partners in the past 12 months"
"HA_CONC_M_PPV","Point prevalence of concurrent sexual partners [Men]","Percent","Men interviewed"
"HA_CONC_M_CPV","Cumulative prevalence of concurrent sexual partners [Men]","Percent","Men interviewed"
"HA_CONC_M_NUM","Number of men","Number","Men interviewed"
"HA_CONC_M_UNW","Number of men (unweighted)","Number","Men interviewed"
"HA_CONC_M_CNC","Had concurrent sexual partners [Men]","Percent","Men who had multiple partners in the past 12 months"
"HA_CONC_M_NM1","Number of men with multiple partners in the 12 months preceding the survey","Number","Men who had multiple partners in the past 12 months"
"HA_CONC_M_UN1","Number of men with multiple partners in the 12 months preceding the survey (unweighted)","Number","Men who had multiple partners in the past 12 months"
"HA_PYSX_M_EPD","Ever paid for sexual intercourse","Percent","Men interviewed"
"HA_PYSX_M_PD1","Paid for sexual intercourse in the past 12 months","Percent","Men interviewed"
"HA_PYSX_M_NUM","Number of men","Number","Men interviewed"
"HA_PYSX_M_UNW","Number of men (unweighted)","Number","Men interviewed"
"HA_PYSX_M_CLS","Condom use at last paid sexual intercourse","Percent","Men who paid for sex in the past 12 months"
"HA_PYSX_M_NM1","Number of men who paid for sex in the last 12 months","Number","Men who paid for sex in the past 12 months"
"HA_PYSX_M_UN1","Number of men who paid for sex in the last 12 months (unweighted)","Number","Men who paid for sex in the past 12 months"
"HA_CPHT_W_KNW","Women who know where to get an HIV test","Percent","Women interviewed"
"HA_CPHT_W_ETR","Women ever tested for HIV and received test results","Percent","Women interviewed"
"HA_CPHT_W_ETN","Women ever tested for HIV and did not receive test results","Percent","Women interviewed"
"HA_CPHT_W_NEV","Women never tested for HIV","Percent","Women interviewed"
"HA_CPHT_W_TOT","Women's HIV testing: Total","Percent","Women interviewed"
"HA_CPHT_W_EVT","Women ever receiving an HIV test","Percent","Women interviewed"
"HA_CPHT_W_T1R","Women receiving an HIV test and receiving test results in the last 12 months","Percent","Women interviewed"
"HA_CPHT_W_NUM","Number of women","Number","Women interviewed"
"HA_CPHT_W_UNW","Number of women (unweighted)","Number","Women interviewed"
"HA_CPHT_M_KNW","Men who know where to get an HIV test","Percent","Men interviewed"
"HA_CPHT_M_ETR","Men ever tested for HIV and received test results","Percent","Men interviewed"
"HA_CPHT_M_ETN","Men ever tested for HIV and did not receive test results","Percent","Men interviewed"
"HA_CPHT_M_NEV","Men never tested for HIV","Percent","Men interviewed"
"HA_CPHT_M_TOT","Men's HIV testing: Total","Percent","Men interviewed"
"HA_CPHT_M_EVT","Men ever receiving an HIV test","Percent","Men interviewed"
"HA_CPHT_M_T1R","Men receiving an HIV test and receiving test results in the last 12 months","Percent","Men interviewed"
"HA_CPHT_M_NUM","Number of men","Number","Men interviewed"
"HA_CPHT_M_UNW","Number of men (unweighted)","Number","Men interviewed"
"HA_CATH_W_CSL","Pregnant women counselled for HIV during ANC visit","Percent","Women who gave birth in past two years"
"HA_CATH_W_TRC","Pregnant women tested for HIV during ANC, receiving results and post-test counselling","Percent","Women who gave birth in past two years"
"HA_CATH_W_TNC","Pregnant women tested for HIV during ANC, receiving results but not post-test counselling","Percent","Women who gave birth in past two years"
"HA_CATH_W_NRS","Pregnant women tested for HIV during ANC not receiving results","Percent","Women who gave birth in past two years"
"HA_CATH_W_CTR","Pregnant women counselled for HIV and tested for HIV during ANC and who received the results","Percent","Women who gave birth in past two years"
"HA_CATH_W_ATR","Pregnant women tested for HIV during ANC or labor and receiving the results","Percent","Women who gave birth in past two years"
"HA_CATH_W_ATN","Pregnant women tested for HIV during ANC or labor, but did not receive the results","Percent","Women who gave birth in past two years"
"HA_CATH_W_NUM","Number of women who gave birth in past two years","Number","Women who gave birth in past two years"
"HA_CATH_W_UNW","Number of women who gave birth in past two years (unweighted)","Number","Women who gave birth in past two years"
"HA_MCRC_M_MCC","Men circumcised","Percent","Men interviewed"
"HA_MCRC_M_NUM","Number of men","Number","Men interviewed"
"HA_MCRC_M_UNW","Number of men (unweighted)","Number","Men interviewed"
"HA_STIS_W_STI","Women reporting an STI","Percent","Women who ever had sexual intercourse"
"HA_STIS_W_DIS","Women reporting a bad smelling or abnormal genital discharge","Percent","Women who ever had sexual intercourse"
"HA_STIS_W_SOR","Women reporting a genital sore or ulcer","Percent","Women who ever had sexual intercourse"
"HA_STIS_W_AST","Women reporting an STI, genital dicharge, or a sore or ulcer","Percent","Women who ever had sexual intercourse"
"HA_STIS_W_NUM","Number of women who ever had sexual intercourse","Number","Women who ever had sexual intercourse"
"HA_STIS_W_UNW","Number of women who ever had sexual intercourse (unweighted)","Number","Women who ever had sexual intercourse"
"HA_STIS_M_STI","Men reporting an STI","Percent","Men who ever had sexual intercourse"
"HA_STIS_M_DIS","Men reporting a bad smelling or abnormal genital discharge","Percent","Men who ever had sexual intercourse"
"HA_STIS_M_SOR","Men reporting a genital sore or ulcer","Percent","Men who ever had sexual intercourse"
"HA_STIS_M_AST","Men reporting an STI, genital dicharge, or a sore or ulcer","Percent","Men who ever had sexual intercourse"
"HA_STIS_M_NUM","Number of men who ever had sexual intercourse","Number","Men who ever had sexual intercourse"
"HA_STIS_M_UNW","Number of men who ever had sexual intercourse (unweighted)","Number","Men who ever had sexual intercourse"
"HA_MINJ_W_INJ","Women receiving a medical injection in the last 12 months","Percent","Women interviewed"
"HA_MINJ_W_MNI","Average number of medical injections per woman in the last 12 months","Mean","Women interviewed"
"HA_MINJ_W_NUM","Number of women","Number","Women interviewed"
"HA_MINJ_W_UNW","Number of women (unweighted)","Number","Women interviewed"
"HA_MINJ_W_NEW","Proportion of women reporting that the last health care injection was given with a syringe and needle set from a new, unopened package","Percent","Women receiving medical injections in the past 12 months"
"HA_MINJ_W_NM1","Number of women receiving medical injections in the past 12 months","Number","Women receiving medical injections in the past 12 months"
"HA_MINJ_W_UN1","Number of women receiving medical injections in the past 12 months (unweighted)","Number","Women receiving medical injections in the past 12 months"
"HA_MINJ_M_INJ","Men receiving a medical injection in the last 12 months","Percent","Men interviewed"
"HA_MINJ_M_MNI","Average number of medical injections per man in the last 12 months","Mean","Men interviewed"
"HA_MINJ_M_NUM","Number of men","Number","Men interviewed"
"HA_MINJ_M_UNW","Number of men (unweighted)","Number","Men interviewed"
"HA_MINJ_M_NEW","Proportion of men reporting that the last health care injection was given with a syringe and needle set from a new, unopened package","Percent","Men receiving medical injections in the past 12 months"
"HA_MINJ_M_NM1","Number of men receiving medical injections in the past 12 months","Number","Men receiving medical injections in the past 12 months"
"HA_MINJ_M_UN1","Number of men receiving medical injections in the past 12 months (unweighted)","Number","Men receiving medical injections in the past 12 months"
"HA_CKNY_W_CKA","Comprehensive correct knowledge about AIDS among young women age 15-24 ","Percent","Women age 15-24"
"HA_CKNY_W_KCN","Knowledge of a formal source of condoms among young women.","Percent","Women age 15-24"
"HA_CKNY_W_NUM","Number of young women","Number","Women age 15-24"
"HA_CKNY_W_UNW","Number of young women (unweighted)","Number","Women age 15-24"
"HA_CKNY_M_CKA","Comprehensive correct knowledge about AIDS among young men age 15-24 ","Percent","Men age 15-24"
"HA_CKNY_M_KCN","Knowledge of a formal source of condoms among young men.","Percent","Men age 15-24"
"HA_CKNY_M_NUM","Number of young men","Number","Men age 15-24"
"HA_CKNY_M_UNW","Number of young men (unweighted)","Number","Men age 15-24"
"HA_AFSY_W_A15","Sex before the age of 15 [Women]","Percent","Women age 15-24"
"HA_AFSY_W_NM1","Number of young women","Number","Women age 15-24"
"HA_AFSY_W_UN1","Number of young women (unweighted)","Number","Women age 15-24"
"HA_AFSY_W_A18","Sex before the age of 18 [Women]","Percent","Women age 18-24"
"HA_AFSY_W_NM2","Number of young women age 18-24","Number","Women age 18-24"
"HA_AFSY_W_UN2","Number of young women age 18-24 (unweighted)","Number","Women age 18-24"
"HA_AFSY_M_A15","Sex before the age of 15 [Men]","Percent","Men age 15-24"
"HA_AFSY_M_NM1","Number of young men","Number","Men age 15-24"
"HA_AFSY_M_UN1","Number of young men (unweighted)","Number","Men age 15-24"
"HA_AFSY_M_A18","Sex before the age of 18 [Men]","Percent","Men age 18-24"
"HA_AFSY_M_NM2","Number of young men age 18-24","Number","Men age 18-24"
"HA_AFSY_M_UN2","Number of young men age 18-24 (unweighted)","Number","Men age 18-24"
"HA_PSXY_W_NSX","Young women never having sexual intercourse","Percent","Never-married women age 15-24"
"HA_PSXY_W_SX1","Young women having premarital sex in last year","Percent","Never-married women age 15-24"
