NAME      , LABEL
v628      , ideal number of girls   
v629      , ideal number of either sex  
v631      , problem if became pregnant  
v632      , decision maker for using contraception  
v633a     , reason for not having sex: husband has std  
v633b     , reason for not having sex: husband has other women  
v633c     , reason for not having sex: recent birth 
v633d     , reason for not having sex: tire/ mood  
v633e     , reason for not having sex: cs   
v633f     , reason for not having sex: cs   
v633g     , reason for not having sex: cs   
v634      , husband knows that respondent is using contraception    
v701      , partner's education level   
v702      , highest year of education   
v704      , partner's occupation    
v705      , partner's occupation    
v714      , respondent currently working    
v714a     , have a job from which respondent was absent 
v715      , husbands education-single yrs   
v716      , respondent's occupation 
v717      , respondent's occupation 
v719      , work for famil/ other/ self   
v721      , works at home or away   
v729      , partner's educational attainm.  
v730      , partners age    
v731      , worked in last 12 months    
v732      , employment all year/seasonal    
v739      , who decides how to spend money  
v740      , type of land where resp. works  
v741      , type of earnings for work   
v743a     , final say on own health care    
v743b     , final say on making large household purchases   
v743c     , final say on making household purchases for daily needs 
v743d     , final say on visits to family or relatives  
v743e     , final say on food to be cooked each day 
v743f     , final say on deciding what to do with money husband earns   
v744a     , wife beating justified if she goes out without telling him  
v744b     , wife beating justified if she neglects the children 
v744c     , wife beating justified if she argues with him   
v744d     , wife beating justified if she refuses to have sex with him  
v744e     , wife beating justified if she burns the food    
v746      , earns more than partner 
v750      , heard sexual transmit. disease  
v751      , ever heard of aids  
v754bp    , reduce risk of getting aids by not having sex at all    
v754cp    , reduce chances of aids by always using condoms during sex   
v754dp    , reduce chance of aids: have 1 sex partner with no oth partnr    
v754jp    , get aids from mosquito bites    
v754wp    , get aids by sharing food with person who has aids   
v756      , can a healthy person have aids  
v761      , last intercourse used condom    
v761b     , intercourse with other man (1) used condom  
v761c     , intercourse with other man (2) used condom  
v762aa    , source for condoms: government hospital 
v762ab    , source for condoms: government health center    
v762ac    , source for condoms: cs provincial hospital  
v762ad    , source for condoms: cs district hospital    
v762ae    , source for condoms: public field worker 
v762af    , source for condoms: other public    
v762ag    , source for condoms: public cs health post   
v762ah    , source for condoms: public cs outreach  
v762ai    , source for condoms: public cs military hospital 
v762aj    , source for condoms: private hos/ clinic    
v762ak    , source for condoms: pharmacy    
v762al    , source for condoms: private doctor  
v762am    , source for condoms: private mobile clinic   
v762an    , source for condoms: private field worker    
v762ao    , source for condoms: other private   
v762ap    , source for condoms: private cs private clinic   
v762aq    , source for condoms: private cs  
v762ar    , source for condoms: private cs  
v762as    , source for condoms: shop    
v762at    , source for condoms: church  
v762au    , source for condoms: friend/ relatives  
v762av    , source for condoms: cs community distributor    
v762aw    , source for condoms: cs  
v762ax    , source for condoms: other   
v762az    , source for condoms: dk source for condom    
v762ba    , source for female condoms: government hospital  
v762bb    , source for female condoms: government health center/post    
v762bc    , source for female condoms: cs provincial hospital   
v762bd    , source for female condoms: cs district hospital 
v762be    , source for female condoms: public field worker  
v762bf    , source for female condoms: other public 
v762bg    , source for female condoms: public cs health post    
v762bh    , source for female condoms: public cs outreach   
v762bi    , source for female condoms: public cs military hospital  
v762bj    , source for female condoms: private hos/ clinic 
v762bk    , source for female condoms: pharmacy 
v762bl    , source for female condoms: private doctor   
v762bm    , source for female condoms: private mobile clinic    
v762bn    , source for female condoms: private field worker 
v762bo    , source for female condoms: other private    
v762bp    , source for female condoms: private cs   
v762bq    , source for female condoms: private cs   
v762br    , source for female condoms: private cs   
v762bs    , source for female condoms: shop 
v762bt    , source for female condoms: church   
v762bu    , source for female condoms: friend/ relatives   
v762bv    , source for female condoms: cs   
v762bw    , source for female condoms: cs   
v762bx    , source for female condoms: other    
v762bz    , source for female condoms: dk source for condom 
v763a     , had any std in last 12 months   
v763b     , had genital sore/ulcer in last 12 months    
v763c     , had genital discharge in last 12 months 
v763d     , last 12 months had cs std   
v763e     , last 12 months had cs std   
v763f     , last 12 months had cs std   
v763g     , last 12 months had cs std   
v766a     , no. other than husband had sex in last 12 months    
v766b     , no. had sex including husband in last 12 months 
v767a     , relationship with last sex partner  
v767b     , relationship with other sex partner (1) 
v767c     , relationship with other sex partner (2) 
v768a     , length of time knows last partner   
v768b     , length of time knows other partner (1)  
v768c     , length of time knows other partner (2)  
v769      , could get a condom  
v769a     , could get a female condom   
v770      , seek advice for last disease    
v770a     , seek advise its: govt hospital  
v770b     , seek advise its: health center  
v770c     , seek advise its: public vct center  
v770d     , seek advise its: cs provincial hospital 
v770e     , seek advise its: cs district hospital   
v770f     , seek advise its: cs health post 
v770g     , seek advise its: cs public outreach 
v770h     , seek advise its: cs public military hospital    
v770i     , seek advise its: cs public pmtct site   
v770j     , seek advise its: other public   
v770k     , seek advise its: private hospital   
v770l     , seek advise its: cs private clinic  
v770m     , seek advise its: pharmacy   
v770n     , seek advise its: mobile clinic  
v770o     , seek advise its: fieldworker    
v770p     , seek advise its: cs private laboratory  
v770q     , seek advise its: cs private std clinic  
v770r     , seek advise its: cs private ngo clinic  
v770s     , seek advise its: other private  
v770t     , seek advise its: shop   
v770u     , seek advise its: cs other   
v770v     , seek advise its: cs other   
v770w     , seek advise its: cs other   
v770x     , seek advise other   
v774a     , aids transmit. during pregnancy 
v774b     , aids transmit. during delivery  
v774c     , aids transmit. by breastfeeding 
v775      , knows someone who has or died of aids   
v777      , allowed to keep aids infection secret   
v778      , willing to care for relative with aids  
v779      , person with aids allowed to continue teaching   
v780      , should children be taught about condoms 
v781      , ever been tested for aids   
v783      , know a place to get aids test   
v784a     , place for aids test: govt hospital  
v784b     , place for aids test:health center   
v784c     , place for aids test: public vct center  
v784d     , place for aids test: cs provincial hospital 
v784e     , place for aids test: cs district hospital   
v784f     , place for aids test: cs health post 
v784g     , place for aids test: cs public outreach 
v784h     , place for aids test: cs public military hospital    
v784i     , place for aids test: cs public pmtct site   
v784j     , place for aids test: other public   
v784k     , place for aids test: private hospital   
v784l     , place for aids test: private vct center 
v784m     , place for aids test: pharmacy   
v784n     , place for aids test: mobile clinic  
v784o     , place for aids test: fieldworker    
v784p     , place for aids test: cs private clinic  
v784q     , place for aids test: cs private laboratory  
v784r     , place for aids test: cs private 
v784s     , place for aids test: other private  
v784t     , place for aids test: cs other   
v784u     , place for aids test: cs other   
v784v     , place for aids test: cs other   
v784x     , place for aids test: other  
v785      , heard about other stds  
v801      , time interview started  
v802      , time interview ended    
v803      , length of interview in minutes  
v804      , number of visits    
v805      , interviewer identification  
v806      , keyer identification    
v811      , pres. children < 10 (sec 7) 
v812      , pres. husband (sec 7)   
v813      , pres. other males (sec 7)   
v814      , pres. other females (sec 7) 
vcol_1    , calendar column number  
vcol_2    , calendar column number  
vcol_3    , calendar column number  
vcol_4    , calendar column number  
vcol_5    , calendar column number  
vcol_6    , calendar column number  
vcol_7    , calendar column number  
vcol_8    , calendar column number  
vcol_9    , calendar column number  
vcal_1    , calendar    
vcal_2    , calendar    
vcal_3    , calendar    
vcal_4    , calendar    
vcal_5    , calendar    
vcal_6    , calendar    
vcal_7    , calendar    
vcal_8    , calendar    
vcal_9    , calendar    
mmidx_01  , maternal mortality index    
mmidx_02  , maternal mortality index    
mmidx_03  , maternal mortality index    
mmidx_04  , maternal mortality index    
mmidx_05  , maternal mortality index    
mmidx_06  , maternal mortality index    
mmidx_07  , maternal mortality index    
mmidx_08  , maternal mortality index    
mmidx_09  , maternal mortality index    
mmidx_10  , maternal mortality index    
mmidx_11  , maternal mortality index    
mmidx_12  , maternal mortality index    
mmidx_13  , maternal mortality index    
mmidx_14  , maternal mortality index    
mmidx_15  , maternal mortality index    
mmidx_16  , maternal mortality index    
mmidx_17  , maternal mortality index    
mmidx_18  , maternal mortality index    
mmidx_19  , maternal mortality index    
mmidx_20  , maternal mortality index    
mm1_01    , sex of sibling  
mm1_02    , sex of sibling  
mm1_03    , sex of sibling  
mm1_04    , sex of sibling  
mm1_05    , sex of sibling  
mm1_06    , sex of sibling  
mm1_07    , sex of sibling  
mm1_08    , sex of sibling  
mm1_09    , sex of sibling  
mm1_10    , sex of sibling  
mm1_11    , sex of sibling  
mm1_12    , sex of sibling  
mm1_13    , sex of sibling  
mm1_14    , sex of sibling  
mm1_15    , sex of sibling  
mm1_16    , sex of sibling  
mm1_17    , sex of sibling  
mm1_18    , sex of sibling  
mm1_19    , sex of sibling  
mm1_20    , sex of sibling  
mm2_01    , sibling's survival status   
mm2_02    , sibling's survival status   
mm2_03    , sibling's survival status   
mm2_04    , sibling's survival status   
mm2_05    , sibling's survival status   
mm2_06    , sibling's survival status   
mm2_07    , sibling's survival status   
mm2_08    , sibling's survival status   
mm2_09    , sibling's survival status   
mm2_10    , sibling's survival status   
mm2_11    , sibling's survival status   
mm2_12    , sibling's survival status   
mm2_13    , sibling's survival status   
mm2_14    , sibling's survival status   
mm2_15    , sibling's survival status   
mm2_16    , sibling's survival status   
mm2_17    , sibling's survival status   
mm2_18    , sibling's survival status   
mm2_19    , sibling's survival status   
mm2_20    , sibling's survival status   
mm3_01    , sibling's current age   
mm3_02    , sibling's current age   
mm3_03    , sibling's current age   
mm3_04    , sibling's current age   
mm3_05    , sibling's current age   
mm3_06    , sibling's current age   
mm3_07    , sibling's current age   
mm3_08    , sibling's current age   
mm3_09    , sibling's current age   
mm3_10    , sibling's current age   
mm3_11    , sibling's current age   
mm3_12    , sibling's current age   
mm3_13    , sibling's current age   
mm3_14    , sibling's current age   
mm3_15    , sibling's current age   
mm3_16    , sibling's current age   
mm3_17    , sibling's current age   
mm3_18    , sibling's current age   
mm3_19    , sibling's current age   
mm3_20    , sibling's current age   
mm4_01    , cmc date of birth of sibling    
mm4_02    , cmc date of birth of sibling    
mm4_03    , cmc date of birth of sibling    
mm4_04    , cmc date of birth of sibling    
mm4_05    , cmc date of birth of sibling    
mm4_06    , cmc date of birth of sibling    
mm4_07    , cmc date of birth of sibling    
mm4_08    , cmc date of birth of sibling    
mm4_09    , cmc date of birth of sibling    
mm4_10    , cmc date of birth of sibling    
mm4_11    , cmc date of birth of sibling    
mm4_12    , cmc date of birth of sibling    
mm4_13    , cmc date of birth of sibling    
mm4_14    , cmc date of birth of sibling    
mm4_15    , cmc date of birth of sibling    
mm4_16    , cmc date of birth of sibling    
mm4_17    , cmc date of birth of sibling    
mm4_18    , cmc date of birth of sibling    
